category;text;
10;herşey çok iyi güzel beğenmek fakat bir tek şube gibi mesai saat para transfer yapmak çok sorun yaratmak ben için;
3;herşey çok iyi güzel beğenmek fakat bir tek şube gibi mesai saat para transfer yapmak çok sorun yaratmak ben için;
5;rezil bir uygulamak girmek bile yapmak;
1;rezil bir uygulamak girmek bile yapmak;
2;istemek her şey yapmak;
9;yeni güncellemek sonra girmek yapmak ve güncellemek lütfen bu sorun çözmek;
5;yeni güncellemek sonra girmek yapmak ve güncellemek lütfen bu sorun çözmek;
4;telefon ulaşmak siz deve hendek atlamak daha zor ama hizmet vermek eleman çok iyi;
5;sürekli atmak tekrar tekrar girmek zor kalmak;
2;iyi çok güzel bir uygulamak iş kolay;
5;kaç gün İnternet banka kullanmak sürekli şu an işlem gerçek demek;
8;böyle berbat bir uygulamak yapmak ve insan mağdur etmek için kendi övünmek;
6;gün gün daha iyi yemek bu ara kredi kart yıllık aidat olmak daha da memnun kalmak o yüz 4 yıldız vermek;
8;gün gün daha iyi yemek bu ara kredi kart yıllık aidat olmak daha da memnun kalmak o yüz 4 yıldız vermek;
2;daha kolay kullanmak gerekmek;
7;hız işlem;
2;şimdi daha güzel kolay;
5;uygulamak erişim sağlamak;
6;kredi kapamak tutar görmek ve gibi yetersiz hep başka ekran yönlenmek;
2;kredi kapamak tutar görmek ve gibi yetersiz hep başka ekran yönlenmek;
2;uygulamak çok kullanmak bulmak;
5;en güncel versiyon yük olmak rağmen kod ile para çekmek çalışmak bankamatik ile aynı konum olmak demek açık olmak rağmen;
2;harika bir uygulamak banka gitmek gerek kalmak tüm işlem an yapmak istemek yer para kullanmak teşekkür banka;
3;harika bir uygulamak banka gitmek gerek kalmak tüm işlem an yapmak istemek yer para kullanmak teşekkür banka;
8;ben memnun diğer insan bilmek;
2;fakat döviz ve altın alım ara yüz nü basit hal getirmek alım yapmak çok zor ilgi duyurmak;
3;borsa hesap eksik;
8;o dış mükemmel;
5;uygulamak açmak bu nasıl güncellemek sanmak tüm ilişik kesmek için yapmak bir güncellemek;
9;uygulamak açmak bu nasıl güncellemek sanmak tüm ilişik kesmek için yapmak bir güncellemek;
7;sorun yaşamak çok pasif ve bıkmak bu durum lütfen bu konu hak gerekmek yapmak rica etmek saygı;
5;çok kötü her girmek işlem yapmak kapamak;
8;mobil banka uygulamak ara en berbat olmak kesin;
5;en çok ihtiyaç olmak şu gün saye hiç bir işlem yapmak uygulamak yapmak ekip bir daha hiç bir şey yapmak;
8;en çok ihtiyaç olmak şu gün saye hiç bir işlem yapmak uygulamak yapmak ekip bir daha hiç bir şey yapmak;
2;sade ve kullanmak aplikasyon olmak;
7;çok hız;
2;gerçekten iş çok kolay el emek sağlık teşekkür etmek başarı devam dilemek teşekkür garanti Banka;
3;güvenmek ve pratik hayat kolay;
6;kredi kart başvuru sorgulamak;
2;çok karmaşık kredi kart borç Nekadar anlamak bile ayrıca hayat çok şifre var şifre süre dolmak aynı şifre devam etmek seçenek olmak yeni şifre oluşmak şimdi hatırlamak ne olmak bloke olmak yeni şifre oluşmak kırk dere su getirmek;
6;Eft yapmak bu girmek hesap sahip ad ve soyadı baş harf görünmek artık demek;
5;kare kod uygulamak açmak ama taramak yapmak diğer banka kullanmak bu 10 kere deneme gerekmek zorlamak işlem yapmak;
1;kredi yatırmak için uygulamak girmek çalışmak 100 defa denemek yine de olmak sal baş Al maaş yapmak kardeş azıcık çalışmak;
3;para transfer için 10 numara;
1;çok kötü bir uygulamak girmek bile yapmak;
5;çok kötü bir uygulamak girmek bile yapmak;
5;merhaba Sgk barkod okumak çalışmak ancak vergi barkod okumak çalışmak Ne;
5;Sgk kare kod vergi barkod olmak için mi acaba;
8;memnun;
2;güzel ve sade kullanmak;
2;gerçekten dünya en kullanmak işlev mobil banka platform;
2;kullanmak kendi 1980 yer hissetmek;
9;sürekli güncellemek;
2;uygulamak son derece kullanım kolay;
9;4 temmuz 2020 tarih güncellemek ekstre açmak bir kez daha denemek istemek;
5;4 temmuz 2020 tarih güncellemek ekstre açmak bir kez daha denemek istemek;
5;bir hafta kullanmak başlamak yapmak iş ayıp olmak bakmak;
5;güncellemek sonra uygulamak girmek düzelmek artık;
9;güncellemek sonra uygulamak girmek düzelmek artık;
5;uygulamak girmek hemen sonra çıkmak;
1;normal hesap var ama şimdi girmek yapmak çünkü kayıt telefon numara kullanım kapamak;
4;versiyon da telefon girmek yapmak olmak banka tamamen ilgi bir çözüm bulmak;
9;versiyon da telefon girmek yapmak olmak banka tamamen ilgi bir çözüm bulmak;
8;tek eksik Online borsa takip yapmak olmak;
3;anlık olmak portföy veya istemek hisse takip etmek bir yönetim alan olmak tat yenmek;
2;arayüz ve menü oldukça kullanmak;
5;Halkbank dürmek yazmak açmak;
1;2 gün açmak;
5;2 gün açmak;
5;Ay 15 I hak olmak maaş görmek ve borç ödemek için uygulamak girmek çalışmak bir de ne görmek hata vermek;
5;her ay 15 in aynı terane;
5;iyi bir uygulamak fakat ama neden se girmek yapmak bazen atmak ama iyi bir 1;
1;iyi bir uygulamak fakat ama neden se girmek yapmak bazen atmak ama iyi bir 1;
8;iyi bir uygulamak fakat ama neden se girmek yapmak bazen atmak ama iyi bir 1;
3;koşmak sen;
3;oturmak yer fatura kolay ödemek;
10;oturmak yer fatura kolay ödemek;
10;ve havale iş kolay yapmak teşekkür;
3;ve havale iş kolay yapmak teşekkür;
3;işlem kolay;
7;yani hız ödemek önem olmak da bu vakit kaybetmek tebrik;
10;yani hız ödemek önem olmak da bu vakit kaybetmek tebrik;
2;çok kullanmak bir uygulamak;
5;bu sayfa niye açmak sistem yoğun neden işlem yapmak demek böyle bir şey hemen düzelmek;
5;Youtube hemen açmak Face de öyle para vermek bura siz para emanet etmek yine sıkıntı iş hallolmak ya sabır ya sabır çekmek 4 saat;
8;ben iş banka tanışmak önce 3 banka hesap kart var artık yok tek iş banka kart ve hesap iyi ki var iş Banka;
3;iyi güzel Bird şu trafik ceza ödemek iptal olmak;
10;iyi güzel Bird şu trafik ceza ödemek iptal olmak;
10;istemek ödemek kolay yapmak;
3;istemek ödemek kolay yapmak;
2;rıza olmak uygulamak temas değişmek;
2;nasıl eski hal dönmek dair hiç bir açıklamak yok;
2;Google ve Youtube ta ki açıklamak 2 yıl önce ait ve iş yaramak;
9;bu kadar sık güncellemek;
8;çok berbat eksik yazmak üşenmek;
8;ben çok memnun iş çabuk olmak;
7;ben çok memnun iş çabuk olmak;
3;daha önce cep bütçe diye program var şimdi neden yok;
5;her sefer aktivasyon istemek;
8;harika uygulamak;
2;bütün işlem çok kolay ve çok güven;
8;herkes tavsiye etmek;
9;güncellemek olmak yüklem hata vermek;
5;güncellemek olmak yüklem hata vermek;
3;her iş görmek;
2;biraz karışık gelmek diye banka uygulamak bakmak;
2;çok kolay ve güvenmek;
6;daha kapsam olmak uygulamak hesap ayar eksik;
2;kullanım kolay;
2;rahat değil;
9;yeni versiyon anasayfa artık yüklemek;
5;yeni versiyon anasayfa artık yüklemek;
6;kur işlem yapmak şifre ile girmek yapmak gerek kalmak döviz bilgi bölüm tek kur değil de almak satmak kur görmek iyi olmak;
6;diğer banka var;
4;mobil İnternet banka mayıs ay kadar çok güzel kullanmak oda kullanmak şube gitmek müşteri hizmet ara demek aramak biz sorun yok demek kısacası banka müşteri hizmet vs vs demek 6.7.2020 müşteri hizmet bakan bir arkadaş yeni Günçe olmak demek;
9;mobil İnternet banka mayıs ay kadar çok güzel kullanmak oda kullanmak şube gitmek müşteri hizmet ara demek aramak biz sorun yok demek kısacası banka müşteri hizmet vs vs demek 6.7.2020 müşteri hizmet bakan bir arkadaş yeni Günçe olmak demek;
5;mobil İnternet banka mayıs ay kadar çok güzel kullanmak oda kullanmak şube gitmek müşteri hizmet ara demek aramak biz sorun yok demek kısacası banka müşteri hizmet vs vs demek 6.7.2020 müşteri hizmet bakan bir arkadaş yeni Günçe olmak demek;
2;çok daha kolay kullanmak;
10;müşteri temsilci uygulamak hiçbiri kullanmak Eft sakın yanlış yapmak en az 15 sene geri gelmek uygulamak ve telefon şube;
7;ağır ve uygulamak başka bir şey bakmak uygulamak dönmek uygulamak atmak;
5;ağır ve uygulamak başka bir şey bakmak uygulamak dönmek uygulamak atmak;
4;10 gün hesap bloke konmak geri dönüşmek yapmak denemek ne aramak ne sormak var;
3;uygulamak ve banka işlem çok pratik;
8;bu kadar işkence etmek bir uygulamak görmek hiçbir iş yaramak mı bir uygulamak saçma sapmak bir şey;
2;kolay bir menü çok memnun;
7;aşırı yavaş;
3;haber kaynak kısım çok güzel;
6;uygulamak üzeri kart yapı taksit ne kadar kalmak ne zaman bitmek ödem yapmak asla yok eğer kart yapı uygulamak silmek çünkü hiçbir iş yaramak;
7;şu lanet uygulamak artık düzen çalışmak hal getirmek;
8;şu lanet uygulamak artık düzen çalışmak hal getirmek;
9;sürekli güncellemek istemek;
5;çalışmak program ne istemek iki satır sayfa açmak;
6;fatura kayıt olmak daha iyi olmak;
2;rahat kullanmak;
9;siz güncellemek bu kadar olmak günce beri hesap girmek;
5;siz güncellemek bu kadar olmak günce beri hesap girmek;
5;uygulamak kapalı olmak rağmen gün içeri durmak zorlamak diye uyarı çıkmak;
7;ayrıca tam bir batarya düşman;
7;hiç kullanmak bir gün 21 şarj tüketmek;
8;çok vasat;
2;gayet güzel ve anlaşmak karmaşık değil;
1;banka mobil banka blok olmak girmek acil yardım etmek neden hemen müdahale etmek blok kalmak rica etmek kaldırmak cevap beklemek blok kaldırmak;
3;banka yapmak bütün işlem bura halletmek;
8;ben öneri tutar girmek kullanmak imkân tanımak;
6;örnek 17,99 gönderim yapmak sağ taraf tıklamak çalışmak bayağı zor olmak virgül kullanmak bu işlem çok daha kolay olmak;
1;her sefer şifre değişmek Wifi ile girmek istemek ama olmak;
3;her sefer şifre değişmek Wifi ile girmek istemek ama olmak;
1;bu uygulamak kadar sik uyduruk bir uygulamak görmek bütün bilgi girmek bu rağmen yine kalkmak blok yapmak görmek de sanmak ki merkez banka güvenlik sağlamak beyin;
5;her zaman hata vermek vakıf bank mobil işlem yapmak imkân yakın;
5;uygulamak girmek İnternet bağ olmak rağmen İnternet bağlantı olmak bilmek uygulamak girmek;
8;çok güzel uygulamak herkes tavsiye etmek başarı devam dilemek teşekkür etmek;
2;çok güzel kullanmak;
7;an işlem hız ve dakik iyi çalışmak dilemek;
7;muhteşem olmak işlem çok kısa süre yapmak el sağlık;
3;muhteşem olmak işlem çok kısa süre yapmak el sağlık;
8;çok güzel bir uygulamak yapmak emek sağlık inşallah;
2;sürekli şifre değişim olmak daha rahat kullanmak;
3;sürekli şifre değişim olmak daha rahat kullanmak;
5;girmek girmek çıkmak çıkmak;
5;son güncellemek ile beraber uygulamak dokunmak duyar;
9;menü ara geçmek de yavaşlamak;
7;menü ara geçmek de yavaşlamak;
7;eskiden de mevcut;
5;düzelmek;
3;Online olmak iddia etmek bir uygulamak beklemek bu;
3;diğer banka uygulamak bakmak biraz feyz almak demek;
7;bu ara uygulamak mükemmel ve süper demek var;
7;ya hayat banka uygulamak görmek ya da İng memur;
5;ya hayat banka uygulamak görmek ya da İng memur;
9;yazık olmak;
7;memur yazmak yine beş yıldız Review olmak;
5;memur yazmak yine beş yıldız Review olmak;
1;neden bu kadar iğrenç bir uygulamak var yeni şifre almak bili doğurmak yazmak hal yanlış demek;
5;neden bu kadar iğrenç bir uygulamak var yeni şifre almak bili doğurmak yazmak hal yanlış demek;
5;kaç defa mobil şebeke girmek hâlâ aynı uyarı vermek;
6;Wifi girmek yapmak ne demek ya siz bu uygulamak sorun yüz bu pandemi bakaya gitmek durum anlamak;
4;üst yanlış işlem yapmak yani sorun çözmek katlanmak artmak mağdur olmak;
5;bir halt benzemek diye banka uygulamak girmek ama Akbank uygulamak bağlantı hata var demek girmek;
6;lütfen kurum hesap da para girmek bildirim seçenek eklemek;
9;sürekli şifre değişmek ve güncellemek bıkmak;
3;sürekli şifre değişmek ve güncellemek bıkmak;
1;sürekli şifre değişmek ve güncellemek bıkmak;
2;güzel kullanmak bir menü el sağlık;
2;anlaşmak kolay menü;
8;gerçekten çok güzel olmak;
9;yeni güncellemek sonra uygulamak açmak;
9;son güncellemek il açmak sürekli Ziraat onay kullanmak istemek ben Sms ile girmek hâlâ Ziraat Onay önermek şu düzelmek;
1;son güncellemek il açmak sürekli Ziraat onay kullanmak istemek ben Sms ile girmek hâlâ Ziraat Onay önermek şu düzelmek;
3;kolay ödemek kayıt güncellemek özellik ve ödem yapmak kayıt oluşmak özellik yapmak lütfen;
6;kolay ödemek kayıt güncellemek özellik ve ödem yapmak kayıt oluşmak özellik yapmak lütfen;
2;gayet rahat kullanım sunmak;
3;gerek kampanya ve reklâm yok;
2;diğer banka uygulamak karmaşa ve devam değişim yok;
9;güncellemek de aynı temel üzeri gitmek el alışkan bozmak;
2;güncellemek de aynı temel üzeri gitmek el alışkan bozmak;
3;fon günlük getiri görmek;
3;günlük getiri görmek gerekmek;
2;gerçekten kullanmak bir uygulamak;
2;kolay ve güzel menü var tek;
7;çok kasmak acil güncellemek gerekmek;
9;çok kasmak acil güncellemek gerekmek;
1;İnternet bağlantı sorun olmak hal hesap girmek yapmak;
5;İnternet bağlantı sorun olmak hal hesap girmek yapmak;
4;kesinlikle hem banka hem App uzak durmak;
5;uygulamak açmak bile baş baş bir sorun;
1;açmak bile zor açmak bazen kendi kendi uygulamak çıkmak şifre girmek tekrar şifre istemek;
7;açmak bile zor açmak bazen kendi kendi uygulamak çıkmak şifre girmek tekrar şifre istemek;
5;açmak bile zor açmak bazen kendi kendi uygulamak çıkmak şifre girmek tekrar şifre istemek;
8;tamamen rezalet;
5;kart bilgi kullanmak girmek yapmak çalışmak ama işlem şu an Gercek demek yaklaşık 1 ay bu durum böyle acil düzelmek;
1;kart bilgi kullanmak girmek yapmak çalışmak ama işlem şu an Gercek demek yaklaşık 1 ay bu durum böyle acil düzelmek;
8;çok sevmek bu sonra deniz bank çalışmak;
9;yeni güncellemek uygulamak berbat bir hal almak;
5;girişmek yapmak hesap bilgi bir türlü gelmek ekran bu acil düzelmek lütfen;
2;tüm işlem yapmak sağlamak;
3;kullanım kolay;
2;kolay işlem yapmak çok iyi teşekkür etmek;
3;en kapsam banka çalışmak için;
2;anlaşmak değil;
4;hayat bu kadar saçma bu kadar değişik bir uygulamak görmek kendi para yönlenmek ne 500 Tl limit varmak artırmak iç görüntü veya şube gitmek gerekmek Sanane kardeş ben para istemek kadar göndermek;
3;hayat bu kadar saçma bu kadar değişik bir uygulamak görmek kendi para yönlenmek ne 500 Tl limit varmak artırmak iç görüntü veya şube gitmek gerekmek Sanane kardeş ben para istemek kadar göndermek;
5;yapı kredi mobil inmek ama bugün sistem açmak;
2;bütün banka işlem rahat bir şekil yapmak;
7;güzel hız;
2;banka işlem kolay yapmak;
5;yüklem yapmak neden acaba;
4;hizmet sıfır müşteri hizmet tam bir saat bağlamak ve bağlantı başka birim aktarmak ve ora kapamak;
4;hayat çalışmak ne kötü banka İnternet banka şifre mobil sürekli hata vermek şifre bloke etmek halk bank olmak ad müşteri zor çıkarmak bank olmak bu ney kardeş son 10 ay daha çalışmak siz sonra kimse çalışmak hep mi zor çıkarmak bir banka ummak kapamak gitmek bu zalim banka yurt dış çalışmak hep mi zor olmak kardeş;
5;hayat çalışmak ne kötü banka İnternet banka şifre mobil sürekli hata vermek şifre bloke etmek halk bank olmak ad müşteri zor çıkarmak bank olmak bu ney kardeş son 10 ay daha çalışmak siz sonra kimse çalışmak hep mi zor çıkarmak bir banka ummak kapamak gitmek bu zalim banka yurt dış çalışmak hep mi zor olmak kardeş;
2;çok hız ve anlaşmak şekil sistem 10 numara;
10;çok hız ve anlaşmak şekil sistem 10 numara;
7;çok hız ve anlaşmak şekil sistem 10 numara;
7;ya okumak ya da dakikalarca uğraşmak;
4;zaten çağrı merkez bağlamak başlı baş bir sorun;
8;hiç memnun değil;
8;bu kadar beceriksiz bir ara gelmek gayet berbat bir sistem yapmak;
1;android uygulamak sorun sabah beri ödemek yapmak için girmek çalışmak girmek;
5;android uygulamak sorun sabah beri ödemek yapmak için girmek çalışmak girmek;
1;çok güzel ama keşke girmek için o kadar Sms ile uğraşmak tek şifre ile girmek yapmak;
3;çok güzel ama keşke girmek için o kadar Sms ile uğraşmak tek şifre ile girmek yapmak;
2;güzel kurulum kullanım iyi fayda;
2;garanti ekip teşekkür etmek gerekli eski karmaşık hal eser kalmak;
9;garanti ekip teşekkür etmek gerekli eski karmaşık hal eser kalmak;
4;gece bu kalkmak telefon yardım almak için aramak 1 buçuk saat beklemek kusur bakmak da 4 te kalkmak kaç kişi bilgi almak istemek ki gerçekten ben söylemek söz bulamak bide devlet banka olmak;
2;çok güzel ve anlaşmak beş yıldız hak etmek;
7;borsa alım kısım işlem rezalet gecikmek saat sürmek teknik neden uyarı işlem yapmak göre göre para kaybetmek istemek devam;
2;uygulamak hata vermek sorun ve menü basit değil çok mühendis değişmek;
5;uygulamak hata vermek sorun ve menü basit değil çok mühendis değişmek;
9;mobil banka mı kullanmak her ay güncellemek istemek Baha bir ay olmak sanmak yine kullanmak yapmak bir şey var yapmak siz hiç yorum eleştiri okumak mu böyle rezil program olmak mu;
5;mobil banka mı kullanmak her ay güncellemek istemek Baha bir ay olmak sanmak yine kullanmak yapmak bir şey var yapmak siz hiç yorum eleştiri okumak mu böyle rezil program olmak mu;
10;Chip para gözükmek rağmen Chip para şok market geçmek öğrenmek rağmen 60 Tl Chip para uygulamak gözükmek market 1 ay boyunca fark gün denemek olmak gözükmek belirmek dış kullanmak;
3;Chip para nokta şok hariç sürekli gözükmek demek A101 Migros ta geçmek daha iyi olmak;
8;herhangi bir sorun yok;
7;teşekkür;
1;girişmek yapmak düzelmek lütfen;
5;girişmek yapmak düzelmek lütfen;
8;uygulamak berbat;
2;ev karşı bakkal vermek defter bile daha düzen emin;
10;ayrıca köy kurnaz en basit fatura ödemek işlem bile para almak komik;
2;uygulamak sanal kart kısım görmek;
3;İnternet şube olmak gibi uygulamak üzeri de sanal kart limit belirlemek sıfırlamak yapmak;
2;son güncellemek ile tema değişik yapmak;
2;beyaz tema geri istemek;
4;beş para etmek müşteri temsilci;
2;basit kullanmak işlev kullanmak;
8;bir banka uygulamak daha başka ne istemek;
5;25 gün uygulamak girmek yapmak bir güncellemek yapmak artık;
7;güzel sorun;
2;anlaşmak;
5;İnternet olmak hal bağlantı hata vermek adam akıl bir sistem yapmak;
9;önceden kör topal çalışmak idare etmek demek güncellemek yapmak sonra oda gitmek;
7;önceden kör topal çalışmak idare etmek demek güncellemek yapmak sonra oda gitmek;
5;önceden kör topal çalışmak idare etmek demek güncellemek yapmak sonra oda gitmek;
5;şifre ekran dâhi gelmek;
5;bozmak uygulamak iyi;
9;berbat etmek güzel uygulamak;
7;işlem yapmak devam oyalamak;
5;uygulamak durmak hata vermek;
5;altın almak ve satmak;
3;özellikle sık bakmak bir bilgi ve detay sayfa girmek görmek önem bir bilgi;
2;normal güncel borç görünmek ama ben ödemek ödemek ve borç kalıp kalmak görmek;
6;normal güncel borç görünmek ama ben ödemek ödemek ve borç kalıp kalmak görmek;
6;daha önce Bird var diye hatırlamak çok kolay olmak;
9;zaten sayfa çok yer var rahat yerleşmek;
6;zaten sayfa çok yer var rahat yerleşmek;
8;herşey iyi güzel memnun;
3;yatırım fon almak ve fon maliyet kar zarar toplam tutar ve yüzde oran görmek;
2;güven ve teknolojik olmak da akıl olmak;
4;an destek tam bir fiyasko;
8;harika bir uygulamak teşekkür Türkiye yükselmek güç;
5;mobil banka işlem yapmak sürekli hata vermek;
2;çok güzel uygulamak banka ara en anlaşmak ve sade uygulamak;
9;son güncellemek sonra açmak;
5;son güncellemek sonra açmak;
1;mobil şube girmek yapmak tam bir sinir harp;
5;mobil şube girmek yapmak tam bir sinir harp;
1;şifre girmek açmak beklemek Hoop önce sayfa geri atmak;
5;şifre girmek açmak beklemek Hoop önce sayfa geri atmak;
5;tekrar şifre tekrar önce sayfa;
2;hayat çok kolay daha ne olmak;
5;bugün itibarî ile uygulamak girmek yapmak istemek sadece kapkara bir ekran ile telefon dönmek bütün banka uygulamak mevcut ve aktif sadece Vakıfbank olmak;
7;bugün itibarî ile uygulamak girmek yapmak istemek sadece kapkara bir ekran ile telefon dönmek bütün banka uygulamak mevcut ve aktif sadece Vakıfbank olmak;
8;çok güzel bir uygulamak;
3;gelişmek gerekmek;
3;banka gitmek bütün iş uygulamak yapmak çok memnun herkes tavsiye etmek;
2;kullanım kolay;
9;her şey iyi güzel hoş da neden sürekli güncellemek istemek;
2;basit ve sade bir uygulamak;
7;hiç bir sıkıntı yok;
2;bilgi güncellemek yardım etmek;
5;bir uygulamak bu kadar kötü olmak gerçekten yani hiçbir menü hiçbir işlem çalışmak;
7;yoğun dolayı uygulamak girmek girmek de ilk sefer havale Eft yapmak mümkün değil;
7;müşteri potansiyel bu kadar çok olmak bir banka mobil banka bu şekil sıkıntı yaşamak müşteri saygı;
8;uygulamak girmek başarmak an bütün para başka bir banka göndermek işlem ora halletmek;
4;kredi kart başvuru yapmak İnternet üzeri ama onaylamak mı onaylamak mı bilmek müşteri hizmet cevap vermek sorum hep mobil yönlenmek mobil kart numara falan istemek daha el kart yok ne numara;
2;herşey çok kolay en sevmek banka;
5;sürekli hata vermek sürekli uygulamak atmak sürekli girmek yapmak demek;
1;sürekli hata vermek sürekli uygulamak atmak sürekli girmek yapmak demek;
8;nasıl görmek ne zaman aynı sorun var bu kadar rezil fazla;
5;nasıl görmek ne zaman aynı sorun var bu kadar rezil fazla;
5;siz insan neden mail atmak yazmak iş sorun düzelmek;
8;berbat bir uygulamak çünkü her sefer girmek yapmak direkt hesap girmek daha iyi olmak ayrıca her girmek telefon kod falan gelmek sevmek;
1;berbat bir uygulamak çünkü her sefer girmek yapmak direkt hesap girmek daha iyi olmak ayrıca her girmek telefon kod falan gelmek sevmek;
3;berbat bir uygulamak çünkü her sefer girmek yapmak direkt hesap girmek daha iyi olmak ayrıca her girmek telefon kod falan gelmek sevmek;
2;hesap daha kolay bakmak;
5;yani kuruş için belirti;
10;otomatik ödem kampanya 5 fatura eklemek;
8;yalan tahammül yok;
2;pratik anlaşmak Adnan balık bey e Sela;
7;güncellemek gelmek ve artık işlem bildirim dış sürekli kredi vs bildirim gelmek ve bu ayar kaldırmak;
2;hepsi de kapamak istemek lütfen bu düzelmek;
9;hepsi de kapamak istemek lütfen bu düzelmek;
5;işlem sürekli teknik hata vermek;
2;çok pratik kullanmak;
7;çok pratik ve hız;
3;çok pratik ve hız;
7;son güncellemek sonra Iphone 7 Plus telefon model kart ayar ödemek seçenek değişmek;
9;güncellemek ile sürekli hata vermek bir şey yanlış yapmak galiba;
5;güncellemek ile sürekli hata vermek bir şey yanlış yapmak galiba;
7;çok hız ve seri;
8;güzel ve gelişmek bir uygulamak;
1;uygulamak inmek şifre girmek şifre kendi kendi iki defa girmek bu nasıl uygulamak;
5;uygulamak inmek şifre girmek şifre kendi kendi iki defa girmek bu nasıl uygulamak;
2;çok karışık yavaş tasarım kullanmak dost değil;
7;çok karışık yavaş tasarım kullanmak dost değil;
1;Vakıfbank silmek tekrar yüklemek telefon numara değişik demek ama telefon numara değişmek girmek yapmak düzelmek mi;
5;Vakıfbank silmek tekrar yüklemek telefon numara değişik demek ama telefon numara değişmek girmek yapmak düzelmek mi;
7;çok ağır çok geç girmek yapmak çözüm lütfen hata vermek;
2;bu kadar saçma sapmak bu kadar bir B yaramak bir banka sistem ne de banka görmek ne İnternet site bir iş yaramak ne yapmak işlem tamamlamak kullanmak Allah kolay vermek;
7;bu kadar saçma sapmak bu kadar bir B yaramak bir banka sistem ne de banka görmek ne İnternet site bir iş yaramak ne yapmak işlem tamamlamak kullanmak Allah kolay vermek;
5;bu kadar saçma sapmak bu kadar bir B yaramak bir banka sistem ne de banka görmek ne İnternet site bir iş yaramak ne yapmak işlem tamamlamak kullanmak Allah kolay vermek;
3;güzel bir uygulamak çok iş yaramak tavsiye etmek;
2;neden geçmiş hesap bakiye grafik kaldırmak vallahi artık insan Akbank soğutmak için yapmak düşünmek;
2;diğer banka oran kullanım açık var kolay;
8;çok memnun uygulamak;
2;çok kolay ve güven;
2;gayet kullanmak;
8;mobil banka sistem çok güzel şahsen beğenmek lakin kredi kart temas ödemek olay çok risk ve tehlike bulamak siz sormak bir post cihaz alan bir dolandırıcı örnek taksim 2 veya 3 lira ücret yazmak insan cep hiza bu cihaz dolanmak bir gün 200 kişi 500 600 lira para hiç çalışmak siz aracı ile insan almak sorumluluk konu üstlenmek mi bu temas kart olay diğer banka ile görüşmek iptal etmek;
9;gelişmek değişmek iyi;
8;başka banka uygulamak kullanmak ama ben en detay güzel anlaşmak olmak iş uygulamak olmak;
2;ben çok memnun;
2;kesinlikle kullanmak karmaşık ve zor değil çok iş yaramak teşekkür İng;
3;kısa süre bütün işlem Gercek teşekkür etmek;
7;kısa süre bütün işlem Gercek teşekkür etmek;
2;kolay ve süper diğer uygulamak karışık bu yapmak gerekmek işlem hemen ulaşmak;
3;kolay ve süper diğer uygulamak karışık bu yapmak gerekmek işlem hemen ulaşmak;
2;kullanmak;
5;program açmak;
8;çok güzel program olmak el sağlık;
6;ana ekran hikâye kısım yerine direk döviz kur gelmek;
5;bir güncellemek gelmek Allah belâ vermek uygulamak İngilizce olmak ve dil değişmek istemek girmek sayfa atmak düzelmek da rezil;
9;bir güncellemek gelmek Allah belâ vermek uygulamak İngilizce olmak ve dil değişmek istemek girmek sayfa atmak düzelmek da rezil;
8;bu kadar kötü banka uygulamak görmek;
9;önce sürüm gayet güzel güncellemek facia resmen;
3;uygulamak borsa için zincir emir uygulamak konmak gerekli yok müşteri zarar etmek en dandik banka uygulamak bile var ummak ses duymak ve düzeltmek;
6;uygulamak iç vermek talimat için iptal özellik gelmek;
8;böyle saçma bir mobil banka hizmet olmak bütün deneyim özet bu;
9;kart kapamak kökten kurtulmak lazım güncellemek güncellemek ne bu ya hep zarar hep zarar;
8;yıldız bırakmak eksi puan olmak vermek;
5;yeni sürüm açmak;
9;Appstore gitmek açmak tuş basmak açmak ve her sefer onay Sms mesaj gelmek;
5;Appstore gitmek açmak tuş basmak açmak ve her sefer onay Sms mesaj gelmek;
1;yeni güncellemek sonra girmek yapmak;
9;yeni güncellemek sonra girmek yapmak;
5;yeni güncellemek sonra girmek yapmak;
2;son güncellemek sonra logo değişmek ben telefon androit doğmak olmak gözükmek genel olmak mı yok sadece ben mi olmak acaba;
9;son güncellemek sonra logo değişmek ben telefon androit doğmak olmak gözükmek genel olmak mı yok sadece ben mi olmak acaba;
2;kullanmak en iyi ve kullanmak mobil banka uygulamak;
3;hiç bir fayda yok uygulamak;
7;siz uygulamak yüz kısa süre yapmak istemek bir çok şey yapmak;
1;uygulamak açmak defalarca şifre girmek;
5;uygulamak açmak defalarca şifre girmek;
5;bu sorun 1 sene mevcut ama siz düzelmek iç uğraşmak bile;
8;vasat bir uygulamak var;
5;mesaj bölüm bütün mesaj silmek hal yine de 2 mesaj gözükmek ve silmek;
8;gayet kullanmak ve Görsel ayrı güzel;
2;oldukça memnun;
8;son kadar devam;
5;açmak bu sorun düzelmek lazım yeni sürüm mi bilmek ama bir an önce düzelmek lazım;
3;herkes de kart ırmak zor değil Pers;
6;herkes de kart ırmak zor değil Pers;
2;kredi mevduat hesap varmak ne kadar para kullanmak anlaşmak;
6;hesap para ve kullanmak para göstermek olmak lazım hesap bilgi olmak sayfa;
2;bir para miktar görünmek sonra aynı rakam de görünmek bu da kafa karışmak;
6;bir para miktar görünmek sonra aynı rakam de görünmek bu da kafa karışmak;
3;kredi mevduat hesap kullanmak kullanmak para miktar görünmek olmak lazım;
